id,title,addres,district,lat,lon,geocode_status,geocode_source,geocode_confidence,price,area,rooms,floor,total_floors,source_url,image_url,description,deal_type,building_type,metro_station,metro_time_minutes,created_at
139,"Старт продаж! 2-комн. квартира, 63,27 м²","Москва, Веер жилой комплекс",Можайский,55.708733,37.437062,geocoded,nominatim,0.55,27332640.0,63.27,2.0,2.0,70.0,https://www.cian.ru/sale/flat/327750172/,https://images.cdn-cian.ru/images/2827776682-2.jpg,Старт продаж новой очереди: 2-комнатная квартира без отделки в ЖК «Веер.2» с масштабной внутренней инфраструктурой и быстрым доступом к Кутузовскому проспекту.,primary,Монолитный,Давыдково,21.0,2026-04-02 21:48:00
140,"Роскошные лобби с кофезоной 2-комн. квартира, 39,3 м²","Москва, проезд Жуков, вл8",Даниловский,55.722361,37.643161,geocoded,nominatim,0.55,27859770.0,39.3,2.0,13.0,37.0,https://www.cian.ru/sale/flat/327785307/,https://images.cdn-cian.ru/images/2828506621-2.jpg,"2-комнатная квартира в ЖК «Эра» с рассрочкой 0%, потолками 3,15 м и развитой инфраструктурой премиум-квартала на Дербеневской набережной.",primary,Монолитный,Павелецкая,15.0,2026-04-02 22:10:00
141,"1-комн. квартира, 26,6 м²","Москва, ЮАО, р-н Даниловский, проезд Жуков, вл8",Даниловский,55.721622,37.644298,geocoded,cian-page,0.93,19994820.0,26.6,1.0,7.0,37.0,https://www.cian.ru/sale/flat/327785311/,https://images.cdn-cian.ru/images/2837919835-2.jpg,1-комнатная квартира в ЖК «ЭРА» на 7 этаже корпуса 6. Современный премиум-квартал на Дербеневской набережной с закрытым двором и развитой внутренней инфраструктурой.,долевое участие (214-ФЗ),Монолитный,Павелецкая,15.0,2026-04-02 22:10:00
142,"1-комн. квартира, 46 м²","Москва, ул. Василия Ланового, 5",Раменки,55.694276,37.477833,geocoded,nominatim,0.55,35000000.0,46.0,1.0,23.0,32.0,https://www.cian.ru/sale/flat/327785848/,https://images.cdn-cian.ru/images/kvartira-moskva-vasiliya-lanovogo-ulica-2828519318-1.jpg,"Шикарная евродвушка в ЖК «Событие-3» с дизайнерским ремонтом, мебелью, техникой и выходом в собственный природный парк квартала.",resale,,Аминьевская,15.0,2026-04-02 20:51:00
143,Видовая квартира на берегу реки!,"Москва, Береговой проезд, 1Б",Филевский парк,55.755368,37.514723,geocoded,nominatim,0.55,82000000.0,134.1,4.0,4.0,28.0,https://www.cian.ru/sale/flat/327802246/,https://images.cdn-cian.ru/images/kvartira-moskva-beregovoy-proezd-2828854223-1.jpg,"Видовая квартира в современном комплексе на берегу реки. Просторные комнаты, панорамные окна и статусная локация рядом с деловым центром.",resale,Монолитный,Фили,15.0,2026-04-03 10:18:00
144,"Редкая квартира с потолком 4,6м","Аминьевское ш., 4Дк3литА",Очаково-Матвеевское,55.699401,37.468937,geocoded,cian-page,0.93,25000000.0,60.0,2.0,2.0,28.0,https://www.cian.ru/sale/flat/327806956/,https://images.cdn-cian.ru/images/kvartira-moskva-aminevskoe-shosse-2844301135-2.jpg,"Квартира покупалась для себя. Высота потолков 4,6 метра позволяет создать двухэтажное пространство с антресольным уровнем и увеличить полезную площадь примерно до 65 м² по проектной концепции.",свободная продажа,Монолитный,Аминьевская,4.0,2026-04-03 10:25
145,"2-комн. квартира, 51,9 м²","Москва, ЗАО, р-н Фили-Давыдково, Кастанаевская ул., 57К3",Фили-Давыдково,55.731075,37.457573,geocoded,cian-page,0.93,24500000.0,51.9,2.0,5.0,14.0,https://www.cian.ru/sale/flat/327895879/,https://images.cdn-cian.ru/images/kvartira-moskva-kastanaevskaya-ulica-2841817511-2.jpg,"Продается 2-комнатная квартира в экологически благоприятном районе Москвы. Рядом детский сад, школа, поликлиника, магазины, парки и Мазиловский пруд. Квартира тихая и светлая, с качественным ремонтом и местами хранения.",resale,Кирпичный,Кунцевская,10.0,2026-04-02 09:08:00
146,"Продается 2-комн. квартира, 45,8 м²","Москва, ЦАО, р-н Пресненский, Большая Грузинская ул., 20",Пресненский,55.765706,37.579277,geocoded,cian-page,0.93,33000000.0,45.8,2.0,1.0,9.0,https://www.cian.ru/sale/flat/328005190/,https://images.cdn-cian.ru/images/kvartira-moskva-bolshaya-gruzinskaya-ulica-2833592280-1.jpg,"Уютная 2-комнатная квартира в кирпичном доме 1964 года постройки, с дизайнерским ремонтом, теплыми полами и окнами во двор.",свободная продажа,кирпичный,Баррикадная,8.0,2026-04-03 08:10:00
147,"2-комн. квартира, 69 м²","Москва, СВАО, р-н Алексеевский, Староалексеевская ул., 5А",Алексеевский,55.811447,37.645312,geocoded,cian-page,0.93,39890000.0,69.0,2.0,13.0,30.0,https://www.cian.ru/sale/flat/328066424/,https://images.cdn-cian.ru/images/kvartira-moskva-staroalekseevskaya-ulica-2835165776-2.jpg,"Стильная светлая евротрёшка с дизайнерским ремонтом, готова к заселению; кухня-гостиная 20 м².",свободная продажа,,Рижская,5.0,2026-04-03 10:41:00
148,"3-комн. квартира, 101 м²","Москва, Ленинский просп., 18",Донской,55.717821,37.594584,geocoded,nominatim,0.55,65500000.0,101.0,3.0,4.0,8.0,https://www.cian.ru/sale/flat/328170717/,https://images.cdn-cian.ru/images/2837198461-1.jpg,Трехкомнатная квартира на Ленинском проспекте с большой площадью и удобной планировкой. Дом расположен недалеко от метро и центра города.,resale,Панельный,Ленинский проспект,15.0,2026-04-03 11:56:00
149,"4-комн. квартира, 268 м²","Москва, 48-й квартал, Мой Адрес на Береговом жилой комплекс, Северный квартал",Филевский парк,55.757361,37.511888,geocoded,cian-page,0.93,190000000.0,268.0,4.0,11.0,11.0,https://www.cian.ru/sale/flat/328214933/,https://images.cdn-cian.ru/images/2838150086-1.jpg,"Видовой пентхаус с террасой на первой линии Москвы-реки: 208 м² плюс терраса 56 м², занимает весь этаж.",resale,Панельный,Фили,21.0,2026-04-03 10:57:00
150,"Дизайнерский ремонт | Вид на Храм 3-комн. апартаменты, 140,3 м², 4/7 этаж","Москва, 1-й Смоленский пер., 21",Арбат,55.749087,37.579279,geocoded,nominatim,0.55,196816340.0,140.3,3.0,4.0,7.0,https://www.cian.ru/sale/flat/328325346/,https://images.cdn-cian.ru/images/kvartira-moskva-1y-smolenskiy-pereulok-2842568317-1.jpg,"Апартаменты с новым дизайнерским ремонтом в клубном доме Smolensky De Luxe, с двумя спальнями, тремя санузлами и видом на храм.",свободная продажа,Монолитный,Смоленская,3.0,2026-04-03 11:40:00
151,"Отличная транспортная доступность 3-комн. квартира, 60,1 м²","Москва, ул. Кухмистерова, 13",Печатники,55.685320,37.728326,geocoded,nominatim,0.55,21900000.0,60.1,3.0,3.0,9.0,https://www.cian.ru/sale/flat/328325734/,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-kuhmisterova-2842560150-1.jpg,"Уютная трехкомнатная квартира с дизайнерским ремонтом, новой мебелью и техникой, окнами на две стороны и удобной транспортной доступностью.",resale,,Печатники,10.0,2026-04-02 14:55:00
152,"Продается 1-комн. квартира, 35 м²","Москва, Глебовская ул., 6",Богородское,55.811775,37.713329,geocoded,nominatim,0.55,11950000.0,35.0,1.0,3.0,9.0,https://www.cian.ru/sale/flat/328332531/,https://images.cdn-cian.ru/images/kvartira-moskva-glebovskaya-ulica-2842744501-2.jpg,"Район Богородское, кирпичный дом 1981 года постройки. Большая лоджия, окна во двор, 2 взрослых собственника, полная стоимость в договоре.",свободная продажа,Монолитный,Бульвар Рокоссовского,19.0,2026-04-02 23:55:00
153,"4-комн. квартира, 124,5 м²","Москва, ЦАО, р-н Пресненский",Пресненский,55.757226,37.576994,geocoded,cian-page,0.93,338577750.0,124.5,4.0,3.0,9.0,https://www.cian.ru/sale/flat/328373574/,https://images.cdn-cian.ru/images/2843772191-2.jpg,"Квартира в клубном проекте элит-класса «Дом Спорта» с продуманной семейной планировкой, панорамными окнами и 5-минутной доступностью до метро Краснопресненская.",primary,Монолитно-кирпичный,Краснопресненская,5.0,2026-04-03 09:38:00
154,"1-комн. квартира, 45,76 м²","Москва, ЦАО, р-н Пресненский",Пресненский,55.757873,37.577305,geocoded,cian-page,0.93,106666560.0,45.76,1.0,2.0,9.0,https://www.cian.ru/sale/flat/328373577/,https://images.cdn-cian.ru/images/2843772308-2.jpg,Старт продаж! Продаётся 1-комнатная квартира с просторной кухней-гостиной в клубном жилом проекте элит-класса «Дом Спорта».,primary,Монолитно-кирпичный,Краснопресненская,5.0,2026-04-03 09:38:00
155,"Продается 3-комн. квартира, 100 м²","Москва, ЗАО, р-н Раменки, ул. Янковского, 1к3",Раменки,55.695611,37.473510,geocoded,cian-page,0.93,65000000.0,100.0,3.0,2.0,18.0,https://www.cian.ru/sale/flat/328415856/,https://images.cdn-cian.ru/images/2800461896-2.jpg,"Светлая квартира 100 м² в комплексе бизнес-класса Событие-1 с отделкой, мебелью, подогревом пола и 6 панорамными окнами.",свободная продажа,,Мичуринский проспект,5.0,2026-04-03 11:36:00
156,"Продается 5-комн. квартира, 300 м²","Москва, ЦАО, р-н Пресненский, Малый Козихинский пер., 7",Пресненский,55.764577,37.595842,geocoded,cian-page,0.93,963998400.0,300.0,5.0,7.0,7.0,https://www.cian.ru/sale/flat/328450802/,https://images.cdn-cian.ru/images/2845437691-2.jpg,"Видовой пентхаус с отделкой и террасами в клубном доме «Козихинский, 7», с кухней-гостиной, мастер-спальней и двумя спальнями с ванными.",свободная продажа,монолитный,Маяковская,9.0,2026-04-03 12:25:00
157,"Премиум квартиры в Сити 2-комн. квартира, 79 м², 36/90 этаж","Москва, 1-й Красногвардейский проезд, 13",Пресненский,55.752384,37.541483,geocoded,nominatim,0.55,78565500.0,79.0,2.0,36.0,90.0,https://www.cian.ru/sale/flat/328476252/,https://images.cdn-cian.ru/images/2845893248-1.jpg,"Двухкомнатная квартира в премиальном комплексе «Оне» в Москва-Сити с отделкой, панорамным остеклением и клубной инфраструктурой.",долевое участие (214-ФЗ),,Деловой центр,4.0,2026-04-02 01:35:00
158,"2-комн. квартира, 80,66 м²","Москва, Краснопресненская наб., 14с3",Пресненский,55.753940,37.570455,geocoded,nominatim,0.55,76930634.0,80.66,2.0,27.0,87.0,https://www.cian.ru/sale/flat/328502090/,https://images.cdn-cian.ru/images/2846341994-2.jpg,"Квартира в небоскребе «Дом Дау» в Москва-Сити с панорамным остеклением, видами на город и инфраструктурой премиум-класса.",долевое участие (214-ФЗ),Монолитный,Деловой центр,12.0,2026-04-02 01:22:00
159,5 мастер-спален и много света,"Москва, Ленинградский просп., 37/2",Хорошевский,55.792521,37.542739,geocoded,nominatim,0.55,200000000.0,250.0,5.0,15.0,41.0,https://www.cian.ru/sale/flat/328527755/,https://images.cdn-cian.ru/images/kvartira-moskva-leningradskiy-prospekt-2846877063-1.jpg,"Редкая двухуровневая квартира 250м² в премиальном квартале Prime Park. Всего 5 мастер-спален, 5 санузлов и 5 гардеробных для ценителей комфорта.",resale,Монолитный,ЦСКА,13.0,2026-04-03 11:33:00
